jenis,daerah,tahun,periode,gk,provinsi_BALI,provinsi_BANTEN,provinsi_BENGKULU,provinsi_DI YOGYAKARTA,provinsi_DKI JAKARTA,provinsi_GORONTALO,provinsi_INDONESIA,provinsi_JAMBI,provinsi_JAWA BARAT,provinsi_JAWA TENGAH,provinsi_JAWA TIMUR,provinsi_KALIMANTAN BARAT,provinsi_KALIMANTAN SELATAN,provinsi_KALIMANTAN TENGAH,provinsi_KALIMANTAN TIMUR,provinsi_KALIMANTAN UTARA,provinsi_KEP. BANGKA BELITUNG,provinsi_KEP. RIAU,provinsi_LAMPUNG,provinsi_MALUKU,provinsi_MALUKU UTARA,provinsi_NUSA TENGGARA BARAT,provinsi_NUSA TENGGARA TIMUR,provinsi_PAPUA,provinsi_PAPUA BARAT,provinsi_RIAU,provinsi_SULAWESI BARAT,provinsi_SULAWESI SELATAN,provinsi_SULAWESI TENGAH,provinsi_SULAWESI TENGGARA,provinsi_SULAWESI UTARA,provinsi_SUMATERA BARAT,provinsi_SUMATERA SELATAN,provinsi_SUMATERA UTARA,Cluster,PCA1,PCA2
MAKANAN,PERKOTAAN,2015.0,MARET,293697.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.9220848671382231,-0.1962288521479436
MAKANAN,PERKOTAAN,2015.0,SEPTEMBER,302128.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.8676378662555388,-0.22683772872353936
MAKANAN,PERKOTAAN,2016.0,MARET,306243.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.6219011650377202,0.03575506300548226
MAKANAN,PERKOTAAN,2016.0,SEPTEMBER,319768.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.5423003279407066,-0.008007262365564594
MAKANAN,PERDESAAN,2015.0,MARET,297479.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1.0377260422081416,-0.08493170289036045
MAKANAN,PERDESAAN,2015.0,SEPTEMBER,306737.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.9791953698395424,-0.11767601373251257
MAKANAN,PERDESAAN,2016.0,MARET,315697.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.7095343779938428,0.1324062834119074
MAKANAN,PERDESAAN,2016.0,SEPTEMBER,324854.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.651502436967538,0.09992276925769028
MAKANAN,PERDESAANPERKOTAAN,2015.0,MARET,296406.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.9758662245940066,-0.14269247247688255
MAKANAN,PERDESAANPERKOTAAN,2015.0,SEPTEMBER,305428.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.9185009046687882,-0.17482739699871142
MAKANAN,PERDESAANPERKOTAAN,2016.0,MARET,312801.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.6566764142114161,0.07935276493533971
MAKANAN,PERDESAANPERKOTAAN,2016.0,SEPTEMBER,323548.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.5907931579945374,0.042763639555216115
MAKANAN,PERKOTAAN,2017.0,MARET,330153.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.26560278002798304,0.23839547754809004
MAKANAN,PERKOTAAN,2017.0,SEPTEMBER,347811.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.16559346136955938,0.18396114513511141
MAKANAN,PERKOTAAN,2018.0,MARET,351777.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0794074876700232,0.44693867653247277
MAKANAN,PERKOTAAN,2018.0,SEPTEMBER,360318.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.13439766130174086,0.4160457639601162
MAKANAN,PERDESAAN,2017.0,MARET,331267.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.3944183632290029,0.3565817907998357
MAKANAN,PERDESAAN,2017.0,SEPTEMBER,346070.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.3085068463750375,0.309519483575513
MAKANAN,PERDESAAN,2018.0,MARET,353915.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.0443516510309038,0.5624808728689177
MAKANAN,PERDESAAN,2018.0,SEPTEMBER,362463.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.01067308813938872,0.5315698852785854
MAKANAN,PERDESAANPERKOTAAN,2017.0,MARET,330958.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.32878596397612675,0.2968482621085385
MAKANAN,PERDESAANPERKOTAAN,2017.0,SEPTEMBER,346552.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.23896854126320283,0.24774347785296297
MAKANAN,PERDESAANPERKOTAAN,2018.0,MARET,353291.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.01972529898610398,0.5035607199865264
MAKANAN,PERDESAANPERKOTAAN,2018.0,SEPTEMBER,361835.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.07473028642006796,0.4726600609778946
MAKANAN,PERKOTAAN,2019.0,MARET,364040.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.37819375442528563,0.6796533388412015
MAKANAN,PERKOTAAN,2019.0,SEPTEMBER,377620.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.458066177896816,0.6357489954717741
MAKANAN,PERKOTAAN,2020.0,MARET,398026.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.7842467632464836,0.8562760560805179
MAKANAN,PERKOTAAN,2020.0,SEPTEMBER,399504.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.8043603084561739,0.8436208366456313
MAKANAN,PERDESAAN,2019.0,MARET,372626.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.28627441468588116,0.778545861476612
MAKANAN,PERDESAAN,2019.0,SEPTEMBER,387367.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.37187977962675495,0.7316436472686454
MAKANAN,PERDESAAN,2020.0,MARET,396615.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.6429628964881058,0.980982286530637
MAKANAN,PERDESAAN,2020.0,SEPTEMBER,397816.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.6617086339570482,0.9690423213785025
MAKANAN,PERDESAANPERKOTAAN,2019.0,MARET,370093.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.3409248485401181,0.7245550242107336
MAKANAN,PERDESAANPERKOTAAN,2019.0,SEPTEMBER,384381.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.4242933293417907,0.6788225218803365
MAKANAN,PERDESAANPERKOTAAN,2020.0,MARET,397032.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.7121802358846026,0.9193741202607184
MAKANAN,PERDESAANPERKOTAAN,2020.0,SEPTEMBER,398316.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.7313358218823611,0.9072198370383008
MAKANAN,PERKOTAAN,2021.0,MARET,418047.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1.1213415226108483,1.0689584341813334
MAKANAN,PERKOTAAN,2021.0,SEPTEMBER,426126.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1.1740503706966257,1.0392584727953724
MAKANAN,PERKOTAAN,2022.0,MARET,448528.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1.5100870724742088,1.2546315711356197
MAKANAN,PERKOTAAN,2022.0,SEPTEMBER,481276.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1.6846098164318528,1.1612326642579065
MAKANAN,PERDESAAN,2021.0,MARET,406917.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.9320658745083272,1.2187605360179838
MAKANAN,PERDESAAN,2021.0,SEPTEMBER,414738.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.9835007356009169,1.189726768151698
MAKANAN,PERDESAAN,2022.0,MARET,434104.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1.3045458695051777,1.412939260002544
MAKANAN,PERDESAAN,2022.0,SEPTEMBER,462138.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1.4557911921996989,1.3317125866587447
MAKANAN,PERDESAANPERKOTAAN,2021.0,MARET,410420.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1.0165216784822522,1.1491838689662115
MAKANAN,PERDESAANPERKOTAAN,2021.0,SEPTEMBER,418296.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1.0682281259493587,1.1200080831015453
MAKANAN,PERDESAANPERKOTAAN,2022.0,MARET,438658.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1.3941914421994133,1.3406487581089932
MAKANAN,PERDESAANPERKOTAAN,2022.0,SEPTEMBER,468255.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1.5531547558642909,1.2553861914657651
NONMAKANAN,PERKOTAAN,2015.0,MARET,116716.99999999997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1.6209112059346713,-0.3486500142178923
NONMAKANAN,PERKOTAAN,2015.0,SEPTEMBER,118196.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1.600792722790899,-0.36130781579820415
NONMAKANAN,PERKOTAAN,2016.0,MARET,121727.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1.3579397750770394,-0.09720705114092498
NONMAKANAN,PERKOTAAN,2016.0,SEPTEMBER,125719.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1.3254122635848946,-0.11635378417450915
NONMAKANAN,PERDESAAN,2015.0,MARET,84638.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1.9136316351235656,-0.14475454787085595
NONMAKANAN,PERDESAAN,2015.0,SEPTEMBER,87682.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1.8857852851412724,-0.16145340704144684
NONMAKANAN,PERDESAAN,2016.0,MARET,88288.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1.6573757946176197,0.11020013298424525
NONMAKANAN,PERDESAAN,2016.0,SEPTEMBER,90972.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1.6313071009048905,0.09443084616668973
NONMAKANAN,PERDESAANPERKOTAAN,2015.0,MARET,93744.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1.801508586487511,-0.2287989757394544
NONMAKANAN,PERDESAANPERKOTAAN,2015.0,SEPTEMBER,96344.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1.7758546792376801,-0.24435136234130161
NONMAKANAN,PERDESAANPERKOTAAN,2016.0,MARET,98155.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1.5414949781450704,0.024190692447146667
NONMAKANAN,PERDESAANPERKOTAAN,2016.0,SEPTEMBER,101217.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1.513559745349299,0.0074453546589040576
NONMAKANAN,PERKOTAAN,2017.0,MARET,127858.00000000003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1.0894329201133488,0.15134132691450697
NONMAKANAN,PERKOTAAN,2017.0,SEPTEMBER,132061.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1.0558635045298763,0.13164976119622718
NONMAKANAN,PERKOTAAN,2018.0,MARET,134561.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.8181015668546845,0.3984127177867827
NONMAKANAN,PERKOTAAN,2018.0,SEPTEMBER,136434.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.7960375376825561,0.38473755090898215
NONMAKANAN,PERDESAAN,2017.0,MARET,94463.00000000003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1.3886516705543157,0.35863489664097276
NONMAKANAN,PERDESAAN,2017.0,SEPTEMBER,96799.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1.3643013779021649,0.34376419643135175
NONMAKANAN,PERDESAAN,2018.0,MARET,100825.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1.119004152817655,0.6065867991032071
NONMAKANAN,PERDESAAN,2018.0,SEPTEMBER,104778.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1.0866692207547128,0.5875407697412018
NONMAKANAN,PERDESAANPERKOTAAN,2017.0,MARET,104496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1.2719511570241342,0.272196819963308
NONMAKANAN,PERDESAANPERKOTAAN,2017.0,SEPTEMBER,107572.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-1.243946793151213,0.25541533213911416
NONMAKANAN,PERDESAANPERKOTAAN,2018.0,MARET,111335.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.9999482447303012,0.5189170390577704
NONMAKANAN,PERDESAANPERKOTAAN,2018.0,SEPTEMBER,114830.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.9698748864769711,0.5010536323004604
NONMAKANAN,PERKOTAAN,2019.0,MARET,137577.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.5649763765568038,0.6550044788413962
NONMAKANAN,PERKOTAAN,2019.0,SEPTEMBER,140281.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.5388089241624321,0.6391835491153389
NONMAKANAN,PERKOTAAN,2020.0,MARET,143425.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.29786695693835386,0.904283604052131
NONMAKANAN,PERKOTAAN,2020.0,SEPTEMBER,144182.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.28131366220187354,0.8934901114687402
NONMAKANAN,PERDESAAN,2019.0,MARET,106943.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.8505614909970318,0.8551687450491654
NONMAKANAN,PERDESAAN,2019.0,SEPTEMBER,110248.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.8214263402193049,0.837795945922624
NONMAKANAN,PERDESAAN,2020.0,MARET,116270.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.5662729987068796,1.0954645863259829
NONMAKANAN,PERDESAAN,2020.0,SEPTEMBER,116847.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.5506085321051813,1.08513587991911
NONMAKANAN,PERDESAANPERKOTAAN,2019.0,MARET,116842.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.7345226606338547,0.769076675858464
NONMAKANAN,PERDESAANPERKOTAAN,2019.0,SEPTEMBER,120033.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.7059504343414896,0.7519982413103836
NONMAKANAN,PERDESAANPERKOTAAN,2020.0,MARET,125093.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.45554738541606554,1.0121509056126872
NONMAKANAN,PERDESAANPERKOTAAN,2020.0,SEPTEMBER,125891.99999999997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.43878669744813625,1.0012489629214425
NONMAKANAN,PERKOTAAN,2021.0,MARET,147729.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.03838170754270004,1.1575495617992178
NONMAKANAN,PERKOTAAN,2021.0,SEPTEMBER,151144.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.008703384015939508,1.1398927266759156
NONMAKANAN,PERKOTAAN,2022.0,MARET,157867.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.24991144928805326,1.3957512831362806
NONMAKANAN,PERKOTAAN,2022.0,SEPTEMBER,164956.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.29773174263252994,1.3686076457211667
NONMAKANAN,PERDESAAN,2021.0,MARET,122118.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.2991635790884296,1.3447437115367178
NONMAKANAN,PERDESAAN,2021.0,SEPTEMBER,126262.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.2658855016158022,1.325204492398519
NONMAKANAN,PERDESAAN,2022.0,MARET,131658.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.013823306838785271,1.5844895558379894
NONMAKANAN,PERDESAAN,2022.0,SEPTEMBER,140763.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.04395186161524911,1.5521403132458773
NONMAKANAN,PERDESAANPERKOTAAN,2021.0,MARET,130689.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.18968232518631017,1.262080731470547
NONMAKANAN,PERDESAANPERKOTAAN,2021.0,SEPTEMBER,134643.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-0.15734245518928608,1.2430321199631167
NONMAKANAN,PERDESAANPERKOTAAN,2022.0,MARET,140570.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.09734178258533782,1.50094606418186
NONMAKANAN,PERDESAANPERKOTAAN,2022.0,SEPTEMBER,149038.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.1519714870290606,1.4702416482255356
TOTAL,PERKOTAAN,2013.0,MARET,359217.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,-0.7248377181749974,-2.1129885625215326
TOTAL,PERKOTAAN,2013.0,SEPTEMBER,374261.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,-0.6377361592072406,-2.160673166793304
TOTAL,PERKOTAAN,2014.0,MARET,383186.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,-0.3682479950544152,-1.9105004945590056
TOTAL,PERKOTAAN,2014.0,SEPTEMBER,396939.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,-0.2875213089866779,-1.9548515490869747
TOTAL,PERDESAAN,2013.0,MARET,319416.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,-1.0556888743460375,-1.8891537692018865
TOTAL,PERDESAAN,2013.0,SEPTEMBER,337962.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,-0.9512946702226897,-1.9458810467523526
TOTAL,PERDESAAN,2014.0,MARET,350204.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,-0.6654273787194658,-1.7042733508931054
TOTAL,PERDESAAN,2014.0,SEPTEMBER,369232.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,-0.5586530903685349,-1.762245222538469
TOTAL,PERDESAANPERKOTAAN,2013.0,MARET,313294.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,-1.0187606859125364,-1.9338772865370868
TOTAL,PERDESAANPERKOTAAN,2013.0,SEPTEMBER,313294.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,-1.0059454072762226,-1.9427160950336781
TOTAL,PERDESAANPERKOTAAN,2014.0,MARET,313294.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,-0.7805283048063356,-1.6694977748803765
TOTAL,PERDESAANPERKOTAAN,2014.0,SEPTEMBER,313294.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,-0.7677130261700218,-1.678336583376968
